id,doi,title,author,year,keywords,venue,abstract,model_answer,model_explanation,version
4146,10.1007/s00607-022-01053-w,"An efficient framework for trust evaluation of secure service selection in fog computing based on QoS, reputation, and social criteria",Afzali M.; Pourmohammadi H.; Mohammad Vali Samani A.,2022,BWM; Fog computing; Fog service selection; Fuzzy; MCDM; Mobile fog computing; Secure; Trust,Computing,"Fog computing has been recognized as a new paradigm of distributed environment which is the result of cloud computing extension. Fog layer is located between cloud data center layer and Internet of Things device layer to provide data storage, processing through executing applications on the network edges. However, security is the main challenge of fog technologies from various aspects due to processing, managing and storing private information by fog servers. Therefore, adopting a trust management system in accordance with determined criteria by trustor is the main issue of fog computing technology to address the level of trustworthiness of trustee. The efficient metrics on trustworthiness value, including Quality of Service (QoS), social relationship, and past experience such as reputation, conflict with each other which is considered as a multi criteria decision making problem. Therefore, the determination of priority and contribution level of effective metrics on trustworthiness value is an important issue that must be addressed. In this paper, a complete set of effective criteria on secure service selection in a fog computing environment is identified. Moreover, an efficient multi-criteria decision making method with corporation of fuzzy and Best Worst Method are utilized to determine the contribution level of each metric on trust level considering uncertainty of metrics. The results indicate that QoS has the great impact on secure service selection with a degree of 0.470. Furthermore, central information of security including access control, integrity and confidentiality are ranked as the most effective metrics on secure service selection with degrees of 0.109, 0.099 and 0.088. Moreover, honesty from the social relationship criteria has high impact on secure service provision with a degree of 0.074. Also, the proposed framework outperforms convergence and accuracy of trust value with 30% and 5%, respectively compared to two-way trust management framework. Besides, the proposed framework outperforms the percentage of bad fog servers selected as service providers with 25% in comparison with two-way trust management systems. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Austria, part of Springer Nature.",No,,prompt-CoT
6337,10.47553/rifop.v33i3.73200,"Teaching digital competence for searching, selection, evaluation and storage of information; [Competencia digital docente para la búsqueda, selección, evaluación y almacenamiento de la información]",Rodríguez A.-M.; Cabrera A.F.; Guerrero A.J.M.,2019,Digital competence; Digital literacy; Higher Education; Teachers; Training,Revista Interuniversitaria de Formacion del Profesorado,"In the social and educational spheres, Information and Communication Technologies (ICTs) have advanced at a dizzying rate, digitally revolutionizing the current training of students and teachers. The current society requires highly qualified citizens in digital competence. The general objective of this research is to analyze the digital teaching competence with respect to the skills to access, select, evaluate and store the information of the student who is about to finish their studies in the Grade of Primary Education Teacher in different public and face-to-face teaching universities in the autonomous community of Andalusia. For this purpose, a quantitative method is followed per survey technique on a sample of 698 students. The results show that future teachers finish their studies at an intermediate level with respect to navigation, search and filtering of information. However, they claim to have a greater competence deficit in terms of the use of filtering mechanisms to improve the selection of information, as well as in terms of knowledge of the parameters to be met by web pages and the information available online to guarantee the reliability and veracity of their content. At the same time, there is a lower level of competence regarding the creation of backups of stored information. © 2019, AUFOP. All rights reserved.",No,,prompt-CoT
10940,10.1109/NSWCTC.2009.53,A formal verification model for trustworthiness of component interface,Dan W.; Jing Z.,2009,,"Proceedings - International Conference on Networks Security, Wireless Communications and Trusted Computing, NSWCTC 2009","Components are considered as black boxes and are connected with other components through required interfaces and provided interfaces. Therefore, the correct specifications of components are the basis of using and assembling components. The connection between two components is trustworthy only if all their interfaces are correctly compatible. B method is applied to define the specification of component interfaces and verify trustworthiness of component connections in this paper. UML class diagram and state diagram are firstly applied to intuitively describe the syntactic and semantic information of component interface, then the formal specification of component interface defined by B abstract machine is presented. The trustworthiness of component connection is further verified in terms of B refinement mechanism which can prove that the machine of the provided interface is a correct refinement of the machine of the required interface. Since B tools could be used to verify whether a provided interface is a correct refinement of a required interface, the complex manual verifying process could be simplified, and the verifying result is more accurate and reliable. © 2009 IEEE.",No,,prompt-CoT
2717,10.24507/icicel.17.03.289,A NOVEL ACCESS CONTROL SCHEME WITH IMMEDIATE REVOCATION OF ACCESS PRIVILEGES FOR NAMED DATA NETWORKING,Sriwiboon N.; Puangpronpitag S.,2023,Access control; Immediate revocation; Information Centric Network (ICN); Named Data Networking (NDN),ICIC Express Letters,"Named Data Networking (NDN) is a new paradigm for the future Internet, aiming for efficient content delivery using in-network cache and information-centric communication. Security is built into NDN by embedding a public key signature in each data packet to enable verification of authenticity and integrity of contents. Access control is one of the most challenging issues in NDN. Several previous studies have proposed access control models over NDN. However, there are several drawbacks, particularly access revocation issues. We present a novel access control scheme to solve the problems by achieving immediate revocation. Our access control scheme enables efficient access control for NDN based on the encryption-based access control. The prototype of our scheme has been built on NDN-CXX version 0.7.1. To compare with the previous work, the evaluation has been done by algorithm analyses and emulation techniques on the CORE emulator. From the evaluation results, the proposed mechanism can provide an immediate revocation. We have also found that our access control scheme is suitable for NDN architecture, and the computational burden for immediate revocation is less than in previous proposals. ICIC International ©2023.",No,,prompt-CoT
9323,10.1109/ASONAM.2014.6921639,ETAF: An extended trust antecedents framework for trust prediction,Guo G.; Zhang J.; Thalmann D.; Yorke-Smith N.,2014,trust antecedents framework; Trust prediction; user interactions; user ratings,ASONAM 2014 - Proceedings of the 2014 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,"Trust is one source of information that has been widely adopted to personalize online services for users, such as in product recommendations. However, trust information is usually very sparse or unavailable for most online systems. To narrow this gap, we propose a principled approach that predicts implicit trust from users' interactions, by extending a well-known trust antecedents framework. Specifically, we consider both local and global trustworthiness of target users, and form a personalized trust metric by further taking into account the active user's propensity to trust. Experimental results on two real-world datasets show that our approach works better than contemporary counterparts in terms of trust ranking performance when direct user interactions are limited. © 2014 IEEE.",No,,prompt-CoT
9915,10.1080/07370008.2011.636495,Epistemic Thinking in Action: Evaluating and Integrating Online Sources,Barzilai S.; Zohar A.,2012,,Cognition and Instruction,"This study examines epistemic thinking in action in order to shed light on the relation between students' personal epistemologies and their online learning practices. The study is based on observations of the learning behaviors of 6th-grade students (n = 38) during two online inquiry tasks. Data were collected through think-aloud protocols and retrospective epistemic interviews. The study examines how absolutist and evaluativist epistemic perspectives come into play in two key online inquiry strategies-evaluation of website trustworthiness and critical integration of multiple online sources. The study explores students' epistemic thinking on the cognitive and metacognitive levels and examines epistemic metacognitive knowledge about both persons and strategies. The findings demonstrate that epistemic thinking plays an important role in online inquiry learning. Participants' epistemic metacognitive knowledge regarding online learning strategies correlated with their epistemic cognition. Evaluativists significantly outperformed absolutists in the integration strategy but no significant differences were found in the evaluation strategy. Furthermore, there was evidence for considerable variability in students' epistemic thinking. The complex role of students' epistemic thinking in online learning is analyzed and discussed. © 2012 Copyright Taylor and Francis Group, LLC.",No,,prompt-CoT
772,10.1136/bmjopen-2024-084164,Protocol for the development of a tool (INSPECT-SR) to identify problematic randomised controlled trials in systematic reviews of health interventions,Wilkinson J.; Heal C.; Antoniou G.A.; Flemyng E.; Alfirevic Z.; Avenell A.; Barbour G.; Brown N.J.L.; Carlisle J.; Clarke M.; Dicker P.; Dumville J.C.; Grey A.; Grohmann S.; Gurrin L.; Hayden J.A.; Heathers J.; Hunter K.E.; Lasserson T.; Lam E.; Lensen S.; Li T.; Li W.; Loder E.; Lundh A.; Meyerowitz-Katz G.; Mol B.W.; O'Connell N.E.; Parker L.; Redman B.K.; Seidler L.; Sheldrick K.A.; Sydenham E.; Torgerson D.; Van Wely M.; Wang R.; Bero L.; Kirkham J.J.,2024,Randomized Controlled Trial; STATISTICS & RESEARCH METHODS; Systematic Review,BMJ Open,"Introduction Randomised controlled trials (RCTs) inform healthcare decisions. It is now apparent that some published RCTs contain false data and some appear to have been entirely fabricated. Systematic reviews are performed to identify and synthesise all RCTs that have been conducted on a given topic. While it is usual to assess methodological features of the RCTs in the process of undertaking a systematic review, it is not usual to consider whether the RCTs contain false data. Studies containing false data therefore go unnoticed and contribute to systematic review conclusions. The INveStigating ProblEmatic Clinical Trials in Systematic Reviews (INSPECT-SR) project will develop a tool to assess the trustworthiness of RCTs in systematic reviews of healthcare-related interventions. Methods and analysis The INSPECT-SR tool will be developed using expert consensus in combination with empirical evidence, over five stages: (1) a survey of experts to assemble a comprehensive list of checks for detecting problematic RCTs, (2) an evaluation of the feasibility and impact of applying the checks to systematic reviews, (3) a Delphi survey to determine which of the checks are supported by expert consensus, culminating in, (4) a consensus meeting to select checks to be included in a draft tool and to determine its format and (5) prospective testing of the draft tool in the production of new health systematic reviews, to allow refinement based on user feedback. We anticipate that the INSPECT-SR tool will help researchers to identify problematic studies and will help patients by protecting them from the influence of false data on their healthcare. Ethics and dissemination The University of Manchester ethics decision tool was used, and this returned the result that ethical approval was not required for this project (30 September 2022), which incorporates secondary research and surveys of professionals about subjects relating to their expertise. Informed consent will be obtained from all survey participants. All results will be published as open-access articles. The final tool will be made freely available.  © 2024 BMJ Publishing Group. All rights reserved.",No,,prompt-CoT
8607,10.1145/2818000.2818037,MorphDroid: Fine-grained Privacy Verification,"Ferrara, Pietro and Tripp, Omer and Pistoia, Marco",2015,,Proceedings of the 31st Annual Computer Security Applications Conference,"Mobile devices are rich in sensors, such as a Global Positioning System (GPS) tracker, microphone and camera, and have access to numerous sources of personal information, including the device ID, contacts and social data. This richness increases the functionality of mobile apps, but also creates privacy threats. As a result, different solutions have been proposed to verify or enforce privacy policies. A key limitation of existing approaches is that they reason about privacy at a coarse level, without accounting for declassification rules, such that the location for instance is treated as a single unit of information without reference to its many fields. As a result, legitimate app behaviors --- such as releasing the user's city rather than exact address --- are perceived as privacy violations, rendering existing analyses overly conservative and thus of limited usability.In this paper, we present MorphDroid, a novel static analysis algorithm that verifies mobile applications against fine-grained privacy policies. Such policies define constraints over combinations of fine-grained units of private data. Specifically, through a novel design, MorphDroid tracks flows of fine-grained privacy units while addressing important challenges, including (i) detection of correlations between different units (e.g. longitude and latitude) and (ii) modeling of semantic transformations over private data (e.g. conversion of the location into an address).We have implemented MorphDroid, and present a thorough experimental evaluation atop a comprehensive benchmark suite for Android static and dynamic analyses (DroidBench), as well as the 500 top-popular Google Play applications in 2014. Our experiments involve a spectrum of 5 security policies, ranging from a strict coarse-grained policy to a more realistic fine-grained policy that accounts for declassification rules. The experiment on DroidBench shows that MorphDroid achieves precision and recall scores of over 90%. The experiments on popular apps show that the gap between policies is dramatic, the most conservative policy yielding warnings on 171 of the applications (34%), and the more realistic policy flagging only 4 of the applications as misbehaved (&lt; 1%). In addition, MorphDroid exhibits good performance with an average analysis time of &lt; 20 seconds, where on average apps consist of 1.4M lines of code.",No,,prompt-CoT
8028,10.1109/DASC.2017.8101999,Veracity metrics for ontologica! Decision-making support in avionics analytics,Insaurralde C.C.; Blasch E.,2017,avionics analytics; decision-making support; knowledge representation; ontology; veracity metrics,AIAA/IEEE Digital Avionics Systems Conference - Proceedings,"Air Traffic Management (ATM) is getting challenging mainly due to the massive information processed from increasingly sophisticated avionics systems, unprecedentedly crowded airspaces, and ever-changing weather conditions affecting grounded or flying aircraft. The complex situation overwhelms pilots and ATM controllers who work to keep aviation dependable. To provide artificial decision-making support for ATM and Unmanned Aerial System Traffic Management (UTM) systems, ontologies are an attractive knowledge technology. This paper proposes to endow an Avionics Analytics Ontology (AAO) with semantic uncertainty for input information to improve effectiveness in ATM/UTM decision-making processes. The approach is aligned with the Uncertainty Representation and Reasoning Evaluation Framework (URREF), that develops an uncertainty ontology. The degree of uncertainty is considered by means of metrics developed to quantify the information veracity. A case study is presented that involves two ATM/UTM operation scenarios where UAVs are flying nearby commercial aircraft and/or airports. It shows results from above application examples with source truth over 0.75 using Automatic Dependent Surveillance-Broadcast (ADSB) from London Heathrow Airport. © 2017 IEEE.",No,,prompt-CoT
11207,,"INFORMATIK 2008 - Beherrschbare Systeme - Dank Informatik, Beitrage der 38. Jahrestagung der Gesellschaft fur Informatik e.V. (GI)",,2008,,"INFORMATIK 2008 - Beherrschbare Systeme - Dank Informatik, Beitrage der 38. Jahrestagung der Gesellschaft fur Informatik e.V. (GI)","The proceedings contain 153 papers. The topics discussed include: declarative modeling and efficient optimization using constraint technology; impact-based search in constraint-based scheduling; enterprise ontology based artifact management; utilization of semantic annotations in interactive user interfaces for large documents; towards an automated detection of self-organizing behavior; learning classifier tables for autonomic systems on chip; a probabilistic approach for context reasoning; authenticity: the missing link in the social semantic web; cultures of trust: legal, technical, and archival perspectives on the use of digital signature technologies; security architecture for distributed medical information systems; a flexible high-performance service-oriented production system for triple play telecommunication products; and using learning techniques to generate system models for online testing.",No,,prompt-CoT
4689,10.1007/s11277-020-07797-y,Machine Learning-Driven Optimization for Intrusion Detection in Smart Vehicular Networks,Alsarhan A.; Al-Ghuwairi A.-R.; Almalkawi I.T.; Alauthman M.; Al-Dubai A.,2021,Intrusion detection; Malicious nodes; Misbehavior detection; Security; Smart city,Wireless Personal Communications,"An essential element in the smart city vision is providing safe and secure journeys via intelligent vehicles and smart roads. Vehicular ad hoc networks (VANETs) have played a significant role in enhancing road safety where vehicles can share road information conditions. However, VANETs share the same security concerns of legacy ad hoc networks. Unlike exiting works, we consider, in this paper, detection a common attack where nodes modify safety message or drop them. Unfortunately, detecting such a type of intrusion is a challenging problem since some packets may be lost or dropped in normal VANET due to congestion without malicious action. To mitigate these concerns, this paper presents a novel scheme for minimizing the invalidity ratio of VANET packets transmissions. In order to detect unusual traffic, the proposed scheme combines evidences from current as well as past behaviour to evaluate the trustworthiness of both data and nodes. A new intrusion detection scheme is accomplished through a four phases, namely, rule-based security filter, Dempster–Shafer adder, node’s history database, and Bayesian learner. The suspicion level of each incoming data is determined based on the extent of its deviation from data reported from trustworthy nodes. Dempster–Shafer’s theory is used to combine multiple evidences and Bayesian learner is adopted to classify each event in VANET into well-behaved or misbehaving event. The proposed solution is validated through extensive simulations. The results confirm that the fusion of different evidences has a significant positive impact on the performance of the security scheme compared to other counterparts. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",No,,prompt-CoT
8477,10.1109/ICETECH.2016.7569215,Fuzzy logic based cloud service trustworthiness model,Pandey S.; Daniel A.K.,2016,Cloud service; Cloud service selection; Fuzzy logic; Trust as a service (TaaS); Trustworthiness measurement,"Proceedings of 2nd IEEE International Conference on Engineering and Technology, ICETECH 2016","The rapid growth in information science, information technology, and cloud computing play a vital role in the field of organizational management. The emerging and revolutionary benefits of using these techniques increases the use of organizational services. Cloud computing is an emerging field, which is a result of integration of programming methodologies, database technology, communication network and the internet. There are a number of organizations that provides various types of services to the end user to uplift/ improve the information system through cloud services. A cloud service is affordable in all respect as cost, operation, infrastructure (software and hardware) and processing. In this paper we proposed a framework with a set of parameters in order to provide a detailed analysis of cloud services provided by the service providers. Trustworthiness is a factor which greatly affects the selection of a cloud service. The trustworthiness of cloud service is specifically analyzed by considering a set of parameters such as Security, Finance, Maintainability, Reliability, and Usability. The proposed Cloud Service Trustworthiness Model (CSTM) focused on dynamic trustworthiness measurement by considering the trustworthiness value of a cloud service which may be changed with time on the basis of various factors such as user's feedback, changes in technology, adding new end user requirements etc. The model is a Cloud Service Trustworthiness Model (CSTM) framework for assessing the cloud service trustworthiness. CSTM model focuses on the fact that trust requirements of different service requesters may be different. Therefore, different abstraction levels are required for different categories of service requesters. The model is based on finance parameter as a major characteristic for selection of cloud application. The CSTM model improves the quality of service (QoS). © 2016 IEEE.",No,,prompt-CoT
6436,10.18438/eblip29541,Lexicomp provides more comprehensive drug information than wikipedia in small sample comparison,Alcock L.,2019,,Evidence Based Library and Information Practice,"Objective - To compare the content veracity and comprehensiveness of Lexicomp and Wikipedia with respect to drug information. Design - Comparative study. Subjects - Lexicomp and Wikipedia. Methods - Five of the six most commonly prescribed medications in Canada were selected for content comparison in both Lexicomp and Wikipedia (levothyroxine, atorvastatin, pantoprazole, acetylsalicylic acid, and metformin). Three categories compared included dose and instructions, uses, and adverse effects or warnings; sixteen subcategories were identified to provide further comparative detail. Five outcomes were assessed using a rating scale to identify the presence or absence of each subcategory for each drug entry: present in neither source, present in Wikipedia but not Lexicomp, present in Lexicomp but not in Wikipedia, present in both without discrepancies, and present in both with discrepancies. The only subcategory meeting the criteria for ""present in both with discrepancies"" for all five medications was adverse reactions, indicating that the information in each resource differed. A ""fact-checking literature search"" in MEDLINE and EMBASE as well as searches in the USFDA Prescribing Information (supplemental index) (FDA PIs) and the FDA Adverse Events Reporting Systems (FDAERS) were used to determine the veracity of the discrepancies. Quantitative assessment was used to determine how comprehensive the entries were in terms of the number of times in which each resource provided subcategory information. Adverse reaction information was expressed as a percentage based on the number of adverse reactions identified in the sources. Main Results - Overall, Lexicomp was shown to provide more comprehensive information than Wikipedia. In the subheading analysis, there was no instance in which Wikipedia contained information while Lexicomp did not, while in over half of instances Lexicomp only contained the information. 18% of subheading information was found in both with discrepancies and 20% was found in both without discrepancies. Only 10% of instances were not present in Lexicomp or Wikipedia. Detailed dosing information was consistently present in Lexicomp for all five medications while only general dosage information was present in just two instances in Wikipedia. Of all the subcategory comparisons, adverse reactions was the only one identified as ""present with discrepancies"" for all medications being compared; MEDLINE, EMBASE, FDA PIs and the FAERS dashboard searches were performed for a total of 309 discrepant adverse reactions. 63% (191/302) of the adverse reactions listed in Lexicomp were supported by the literature retrieved from MEDLINE and EMBASE compared to 100% (7/7) of those listed in Wikipedia. Of the Lexicomp adverse reactions unsupported by the peer-reviewed literature, 17% were supported from information found in FDA PIs and 90% supported from information found in the FAERS dashboard. A ""substantial proportion"" of adverse events listed in Lexicomp were not supported in any retrieved literature. Conclusion - Based on the comparative criteria, drug information in Lexicomp for the five medications was found to be more comprehensive than Wikipedia. Adverse effects listed in Lexicomp did not always have corresponding support in the published peer-reviewed literature. © 2019 Alcock.",No,,prompt-CoT
6560,10.1007/978-3-030-36945-3_10,Selective End-To-End Data-Sharing in the Cloud,Hörandner F.; Ramacher S.; Roth S.,2019,Data-sharing; End-to-end confidentiality; Proxy re-encryption; Redactable signatures,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),"Cloud-based services enable easy-to-use data-sharing between multiple parties, and, therefore, have been widely adopted over the last decade. Storage services by large cloud providers such as Dropbox or Google Drive as well as federated solutions such as Nextcloud have amassed millions of users. Nevertheless, privacy challenges hamper the adoption of such services for sensitive data: Firstly, rather than exposing their private data to a cloud service, users desire end-to-end confidentiality of the shared files without sacrificing usability, e.g., without repeatedly encrypting when sharing the same data set with multiple receivers. Secondly, only being able to expose complete (authenticated) files may force users to expose overmuch information. The receivers, as well as the requirements, might be unknown at issue-time, and thus the issued data set does not exactly match those requirements. This mismatch can be bridged by enabling cloud services to selectively disclose only relevant parts of a file without breaking the parts’ authenticity. While both challenges have been solved individually, it is not trivial to combine these solutions and maintain their security intentions. In this paper, we tackle this issue and introduce selective end-to-end data-sharing by combining ideas from proxy re-encryption and redactable signature schemes. Proxy re-encryption provides us with the basis for end-to-end encrypted data-sharing, while redactable signatures enable to redact parts and selectively disclose only the remaining still authenticated parts. We overcome the issues encountered when naively combining these two concepts, introduce a security model, and present a modular instantiation together with implementations based on a selection of various building blocks. We conclude with an extensive performance evaluation of our instantiation. © 2019, Springer Nature Switzerland AG.",No,,prompt-CoT
45,10.1016/j.compbiomed.2024.109391,Artificial intelligence for breast cancer detection and its health technology assessment: A scoping review,Uwimana A.; Gnecco G.; Riccaboni M.,2025,Artificial intelligence; Breast cancer; Health technology assessment; Machine learning,Computers in Biology and Medicine,"Background: Recent healthcare advancements highlight the potential of Artificial Intelligence (AI) - and especially, among its subfields, Machine Learning (ML) - in enhancing Breast Cancer (BC) clinical care, leading to improved patient outcomes and increased radiologists’ efficiency. While medical imaging techniques have significantly contributed to BC detection and diagnosis, their synergy with AI algorithms has consistently demonstrated superior diagnostic accuracy, reduced False Positives (FPs), and enabled personalized treatment strategies. Despite the burgeoning enthusiasm for leveraging AI for early and effective BC clinical care, its widespread integration into clinical practice is yet to be realized, and the evaluation of AI-based health technologies in terms of health and economic outcomes remains an ongoing endeavor. Objectives: This scoping review aims to investigate AI (and especially ML) applications that have been implemented and evaluated across diverse clinical tasks or decisions in breast imaging and to explore the current state of evidence concerning the assessment of AI-based technologies for BC clinical care within the context of Health Technology Assessment (HTA). Methods: We conducted a systematic literature search following the Preferred Reporting Items for Systematic review and Meta-Analysis Protocols (PRISMA-P) checklist in PubMed and Scopus to identify relevant studies on AI (and particularly ML) applications in BC detection and diagnosis. We limited our search to studies published from January 2015 to October 2023. The Minimum Information about CLinical Artificial Intelligence Modeling (MI-CLAIM) checklist was used to assess the quality of AI algorithms development, evaluation, and reporting quality in the reviewed articles. The HTA Core Model® was also used to analyze the comprehensiveness, robustness, and reliability of the reported results and evidence in AI-systems’ evaluations to ensure rigorous assessment of AI systems’ utility and cost-effectiveness in clinical practice. Results: Of the 1652 initially identified articles, 104 were deemed eligible for inclusion in the review. Most studies examined the clinical effectiveness of AI-based systems (78.84%, n= 82), with one study focusing on safety in clinical settings, and 13.46% (n=14) focusing on patients’ benefits. Of the studies, 31.73% (n=33) were ethically approved to be carried out in clinical practice, whereas 25% (n=26) evaluated AI systems legally approved for clinical use. Notably, none of the studies addressed the organizational implications of AI systems in clinical practice. Of the 104 studies, only two of them focused on cost-effectiveness analysis, and were analyzed separately. The average percentage scores for the first 102 AI-based studies’ quality assessment based on the MI-CLAIM checklist criteria were 84.12%, 83.92%, 83.98%, 74.51%, and 14.7% for study design, data and optimization, model performance, model examination, and reproducibility, respectively. Notably, 20.59% (n=21) of these studies relied on large-scale representative real-world breast screening datasets, with only 10.78% (n =11) studies demonstrating the robustness and generalizability of the evaluated AI systems. Conclusion: In bridging the gap between cutting-edge developments and seamless integration of AI systems into clinical workflows, persistent challenges encompass data quality and availability, ethical and legal considerations, robustness and trustworthiness, scalability, and alignment with existing radiologists’ workflow. These hurdles impede the synthesis of comprehensive, robust, and reliable evidence to substantiate these systems’ clinical utility, relevance, and cost-effectiveness in real-world clinical workflows. Consequently, evaluating AI-based health technologies through established HTA methodologies becomes complicated. We also highlight potential significant influences on AI systems’ effectiveness of various factors, such as operational dynamics, organizational structure, the application context of AI systems, and practices in breast screening or examination reading of AI support tools in radiology. Furthermore, we emphasize substantial reciprocal influences on decision-making processes between AI systems and radiologists. Thus, we advocate for an adapted assessment framework specifically designed to address these potential influences on AI systems’ effectiveness, mainly addressing system-level transformative implications for AI systems rather than focusing solely on technical performance and task-level evaluations. © 2024 The Authors",No,,prompt-CoT
1318,10.1016/j.cie.2024.109992,Event-based data authenticity analytics for IoT and blockchain-enabled ESG disclosure,Chen W.; Wu W.; Ouyang Z.; Fu Y.; Li M.; Huang G.Q.,2024,Blockchain; Data authenticity; ESG reporting; Internet of Things; Spatial-temporal analytics,Computers and Industrial Engineering,"Environment, social, and governance (ESG) disclosure has raised significant interest in academia and industry for sustainable development and investing. However, the data authenticity of the ESG disclosure is still a serious matter of concern. This study proposes a novel solution to solve the above problem. First, an ESG information disclosure system (IBESG) enabled by IoT and blockchain is originally designed. The IBESG integrates IoT and blockchain technologies to facilitate the collection and transmission of data during ESG disclosure, and to ensures the data authenticity, consistency, and transparency. Second, the authors design a Local and Global Authenticity Verification Flow (LGA) consisting of edge computing and cloud computing to sufficiently verify the authenticity through the data flow. In addition, data authenticity analytics algorithms are developed in this study, which contains event-based spatial–temporal analytics and authenticity index computation. Finally, an experimental simulation is carried out to illustrate the implementation of the IBESG and the performance of the verification solution, and the sensitivity analysis of the above solution is conducted. Moreover, the relevant suggestions on deployment are given according to the findings during the experiment, and future work on improving the algorithm and conducting experiments in field manufacturing factories is illustrated. This study is expected to help academia and industry apply the solution in similar scenarios and inspire new ideas. © 2024 Elsevier Ltd",No,,prompt-CoT
11227,,Cultivated land change analysis of yangtze river delta region based on modis,Tao S.; Li C.,2008,Change detection; Classification; Land Cover; MODIS; Satellite remote sensing,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","This Paper uses MODIS data to monitor and evaluate cultivated land changes in Yangtze River Delta region. Firstly, In order to validate the veracity of the classification results by MODIS, Hangzhou city is selected as the experimental area, Spot5 and Landsat scenes in 2001 and 2005 are collected and used to conduct initial validation exercises to assess the quality of land use classification results based on MODIS. The result shows that MODIS could be used to regional cultivated land change analysis. Secondly, MODIS scenes which cover the Yangtze River Delta from 2001 to 2005 obtained from the EROS Data Center (EDC) Distributed Active Archive Center (DAAC), these images are reprojected and resampled, and 6 land use classes are defined and classified: Cultivated land, Grass Land, Water, Forest, Residential Land and Unused Land. After classification, the acreage of cultivated land is counted. Land use digital maps produced by the Institute of Geographical Sciences and Natural Resources Research (IGSNRR) for the study area are also used as the comparative data. And the cultivated land data in 1995, in 2001 and in 2004 are extracted separately. Moreover, in order to analyses the inherent mechanism which brings on the change of the Cultivated land, the paper also use the economic data and population data of the Yangtze River Delta Region. Through discussion, the author draws some conclusions:(a) From 1995 to 2001, along with the economy and urbanization level of the Yangtze River Region developed quickly and continuously, the reduction area of the cultivated land is about 8% of the total area of the land and most of the cultivated land has been mainly changed to the residential and construction land use types. (b) The area which the cultivated land reduction is concentrated around the Taihu Lake region and Hangzhou Bay area, mainly includes places such as Shanghai, Suzhou, Hangzhou, Shaoxing, Wuxi and Huzhou, in addition also has Nanjing, the fact corresponds with the development of economic level of these cities.(c) From 2001 to 2005, the overall change of land tends to steadily, the speed of the cultivated land turn to residential land slows down, however it mainly transforms to forest land, grass land and pound. This indicated that the use type of the land is gradually transformed to the high output per unit in under the economic interest actuation.",No,,prompt-CoT
3335,10.1145/3485447.3512126,The Impact of Twitter Labels on Misinformation Spread and User Engagement: Lessons from Trump’s Election Tweets,"Papakyriakopoulos, Orestis and Goodman, Ellen",2022,"Trump, content moderation, misinformation, political discourse, warning labels",Proceedings of the ACM Web Conference 2022,"Social media platforms are performing “soft moderation” by attaching warning labels to misinformation to reduce dissemination of, and engagement with, such content. This study investigates the warning labels that Twitter placed on Donald Trump’s false tweets about the 2020 US Presidential election. It specifically studies their relation to misinformation spread, and the magnitude and nature of user engagement. We categorize the warning labels by type –“veracity labels” calling out falsity and “contextual labels” providing more information. In addition, we categorize labels by their rebuttal strength and textual overlap (linguistic, topical) with the underlying tweet. We look at user interactions (liking, retweeting, quote tweeting, and replying), the content of user replies, and the type of user involved (partisanship and Twitter activity level) according to various standard metrics. Using appropriate statistical tools, we find that, overall, label placement did not change the propensity of users to share and engage with labeled content, but the falsity of content did. However, we show that the presence of textual overlap in labels did reduce user interactions, while stronger rebuttals reduced the toxicity in comments. We also find that users were more likely to discuss their positions on the underlying tweets in replies when the labels contained rebuttals. When false content was labeled, results show that liberals engaged more than conservatives. Labels also increased the engagement of more passive Twitter users. This case study has direct implications for the design of effective soft moderation and related policies.",No,,prompt-CoT
