pre_id,pre_source,pre_query,pre_doi,pre_url,pre_title,pre_author,pre_year,pre_keywords,pre_series,pre_venue,pre_location,pre_citations_number,pre_paper_type,pre_abstract,pre_model_answer,pre_model_explanation,pre_version,pre_raw_llm_output
7471,Scopus,/Fact Checking Veracity Evaluation,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060466688&partnerID=40&md5=ec84aa9e6509cb984e7d27f95553eb32,Fact checking in community forums,Mihaylova T.; Nakov P.; Màrquez L.; Barrón-Cedeño A.; Mohtarami M.; Karadzhov G.; Glass J.,2018,,,"32nd AAAI Conference on Artificial Intelligence, AAAI 2018",,49.0,Conference paper,"Community Question Answering (cQA) forums are very popular nowadays, as they represent effective means for communities around particular topics to share information. Unfortunately, this information is not always factual. Thus, here we explore a new dimension in the context of cQA, which has been ignored so far: checking the veracity of answers to particular questions in cQA forums. As this is a new problem, we create a specialized dataset for it. We further propose a novel multi-faceted model, which captures information from the answer content (what is said and how), from the author profile (who says it), from the rest of the community forum (where it is said), and from external authoritative sources of information (external support). Evaluation results show a MAP value of 86.54, which is 21 points absolute above the baseline. Copyright © 2018, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",Yes,"The paper titled ""Fact checking in community forums"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding (32nd AAAI Conference on Artificial Intelligence), indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing the veracity of answers in community question‑answering forums, explicitly framing the task as fact‑checking. Furthermore, the study reports evaluation using the MAP (Mean Average Precision) metric, providing a quantitative assessment of truthfulness performance. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes
The paper titled ""Fact checking in community forums"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding (32nd AAAI Conference on Artificial Intelligence), indicating that it is a legitimate publication type. The paper directly investigates automated techniques for assessing the veracity of answers in community question‑answering forums, explicitly framing the task as fact‑checking. Furthermore, the study reports evaluation using the MAP (Mean Average Precision) metric, providing a quantitative assessment of truthfulness performance. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
7489,Scopus,/Information Trustworthiness Measurement,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059463996&partnerID=40&md5=08dfc8ac7607e603a68bf4c0035fafa5,Determining the level of trustworthiness of information in social media,Yap M.N.B.K.; Kamalrudin M.B.; Sidek S.B.,2018,Degree; Information trustworthiness; Social media,,Journal of Theoretical and Applied Information Technology,,0.0,Article,"The social media are increasingly becoming the main reference and having important implications on virtual community. Parts of the information published in the social media could be useful and some could be misleading. Therefore, there is a need to develop an approach that can verify the trustworthiness of online information to minimise the dissemination of misleading information. This paper presents a study that develops an objective approach to determine the level of trustworthiness of information. Based on four parameters derived from literature and empirical data, an algorithm to determine the level of trustworthiness has been developed. This algorithm measurement of trustworthiness was then realised through an automated tool called TrustCrawler. The functionality of the tool was demonstrated using online information on Government Service Tax (GST) of Malaysian drawn from Twitter. It was found that the tool is able to provide consistent results on the level of trustworthiness of online information based on the four parameters. It is anticipated that this tool is able to help social media users to determine level of trustworthiness of the information, hence becoming informed, safe and ethical users of media content. © 2005 – ongoing JATIT & LLS.",Yes,"The paper titled ""Determining the level of trustworthiness of information in social media"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the Journal of Theoretical and Applied Information Technology, a peer‑reviewed journal, indicating a legitimate publication type. The paper directly investigates an automated approach for assessing the trustworthiness (i.e., truthfulness) of online information in the context of misinformation mitigation, which aligns with fact‑checking objectives. Moreover, it contributes a conceptual framework by defining four parameters, proposing an algorithm, and implementing the TrustCrawler tool to evaluate the level of trustworthiness, thereby providing a methodological basis for truthfulness assessment. Overall, the paper offers a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Determining the level of trustworthiness of information in social media"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the Journal of Theoretical and Applied Information Technology, a peer‑reviewed journal, indicating a legitimate publication type. The paper directly investigates an automated approach for assessing the trustworthiness (i.e., truthfulness) of online information in the context of misinformation mitigation, which aligns with fact‑checking objectives. Moreover, it contributes a conceptual framework by defining four parameters, proposing an algorithm, and implementing the TrustCrawler tool to evaluate the level of trustworthiness, thereby providing a methodological basis for truthfulness assessment. Overall, the paper offers a relevant contribution to the field of truthfulness assessment in fact‑checking."
8092,Scopus,/Information Veracity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032787423&partnerID=40&md5=b44707f9d4101c504e1ce1c0e5996013,Towards a headline-based deception detection approach for data veracity in online digital news,Jamil N.C.E.; Ishak I.; Sidi F.; Affendey L.S.,2017,Deception; Framework; Headlines; Online News,,"Journal of Telecommunication, Electronic and Computer Engineering",,0.0,Article,"Since its existence in 1990's, online news has been the major source of news content for news readers. Unfortunately, based on a number of findings, readers tend to judge on certain event based on the news headlines rather than its contents. With the advancement of mobile and web technologies, it is easier to spread news to others and this unhealthy habits can cause negative impacts towards individuals, organizations or nations that are victimized by the news. This paper proposes a framework to detect deceptive online news based on the news headlines. By having an accurate detection upon deceptive news based on its content, it can assist readers to identify misleading news and to help them to find relevant news for their source of information.",Yes,"The paper “Towards a headline-based deception detection approach for data veracity in online digital news” meets all inclusion criteria. It is written in English and appears as a journal article in the Journal of Telecommunication, Electronic and Computer Engineering, indicating a peer‑reviewed venue. The work directly addresses truthfulness assessment by proposing a framework for detecting deceptive (i.e., untruthful) online news based on headlines, situating the contribution within the broader fact‑checking and misinformation detection context. Moreover, the study contributes a conceptual framework for evaluating the veracity of news items, satisfying the requirement for a theoretical or methodological contribution to truthfulness evaluation. Consequently, the paper is relevant for a systematic review of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper “Towards a headline-based deception detection approach for data veracity in online digital news” meets all inclusion criteria. It is written in English and appears as a journal article in the Journal of Telecommunication, Electronic and Computer Engineering, indicating a peer‑reviewed venue. The work directly addresses truthfulness assessment by proposing a framework for detecting deceptive (i.e., untruthful) online news based on headlines, situating the contribution within the broader fact‑checking and misinformation detection context. Moreover, the study contributes a conceptual framework for evaluating the veracity of news items, satisfying the requirement for a theoretical or methodological contribution to truthfulness evaluation. Consequently, the paper is relevant for a systematic review of truthfulness assessment in fact‑checking."
8177,ACM,Claim Truthfulness Detection,,,Topic-aware social sensing with arbitrary source dependency graphs,"Huang, Chao and Wang, Dong",2016,"twitter, truth discovery, topic-aware, social sensing, arbitrary source dependency graph",IPSN '16,Proceedings of the 15th International Conference on Information Processing in Sensor Networks,"Vienna, Austria",0.0,,"This work is motivated by the emergence of social sensing as a new paradigm of collecting observations about the physical environment from humans or devices on their behalf. These observations may be true or false, and hence are viewed as binary claims. A fundamental problem in social sensing applications lies in ascertaining the correctness of claims and the reliability of data sources without knowing either of them a priori. We refer to this problem as truth discovery. Prior works have made significant progress to addressing the truth discovery problem, but two significant limitations exist: (i) they ignored the fact that claims reported in social sensing applications can be either relevant or irrelevant to the topic of interests. (ii) They either assumed the data sources to be independent or the source dependency graphs can be represented as a set of disjoint trees. These limitations led to suboptimal truth discovery results. In contrast, this paper presents the first social sensing framework that explicitly incorporates the topic relevance feature of claims and arbitrary source dependency graphs into the solutions of truth discovery problem. The new framework solves a multi-dimensional maximum likelihood estimation problem to jointly estimate the truthfulness and topic relevance of claims as well as the reliability and topic awareness of sources. We compared our new scheme with the state-of-the-art truth discovery solutions using three real world data traces collected from Twitter in the aftermath of Paris Shooting event (2015), Hurricane Arthur (2014) and Boston Bombing event (2013) respectively. The evaluation results showed that our schemes significantly outperform the compared baselines by identifying more relevant and truthful claims in the truth discovery results.",Yes,"The paper titled ""Topic-aware social sensing with arbitrary source dependency graphs"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the peer‑reviewed proceedings of the 15th International Conference on Information Processing in Sensor Networks, indicating a legitimate publication type. The paper directly investigates an automated truth discovery framework that assesses the truthfulness of binary claims in social‑media–based observations, explicitly linking the assessment to fact‑checking and misinformation detection contexts. Moreover, it contributes a conceptual and methodological framework—using a multi‑dimensional maximum‑likelihood estimation approach—to evaluate claim truthfulness, topic relevance, and source reliability, and it reports empirical evaluation results that compare its performance against state‑of‑the‑art baselines. Overall, the work provides a relevant contribution to truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Topic-aware social sensing with arbitrary source dependency graphs"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the peer‑reviewed proceedings of the 15th International Conference on Information Processing in Sensor Networks, indicating a legitimate publication type. The paper directly investigates an automated truth discovery framework that assesses the truthfulness of binary claims in social‑media–based observations, explicitly linking the assessment to fact‑checking and misinformation detection contexts. Moreover, it contributes a conceptual and methodological framework—using a multi‑dimensional maximum‑likelihood estimation approach—to evaluate claim truthfulness, topic relevance, and source reliability, and it reports empirical evaluation results that compare its performance against state‑of‑the‑art baselines. Overall, the work provides a relevant contribution to truthfulness assessment in fact‑checking."
8178,ACM,Evidence Veracity Detection,,,Recursive ground truth estimator for social data streams,"Yao, Shuochao and Amin, Md Tanvir and Su, Lu and Hu, Shaohan and Li, Shen and Wang, Shiguang and Zhao, Yiran and Abdelzaher, Tarek and Kaplan, Lance and Aggarwal, Charu and Yener, Aylin",2016,,IPSN '16,Proceedings of the 15th International Conference on Information Processing in Sensor Networks,"Vienna, Austria",0.0,,"The paper develops a recursive state estimator for social network data streams that allows exploitation of social networks, such as Twitter, as sensor networks to reliably observe physical events. Recent literature suggested using social networks as sensor networks leveraging the fact that much of the information upload on the former constitutes acts of sensing. A significant challenge identified in that context was that source reliability is often unknown, leading to uncertainty regarding the veracity of reported observations. Multiple truth finding systems were developed to solve this problem, generally geared towards batch analysis of offline datasets. This work complements the present batch approaches by developing an online recursive state estimator that recovers ground truth from streaming data. In this paper, we model physical world state by a set of binary signals (propositions, called assertions, about world state) and the social network as a noisy medium, where distortion, fabrication, omissions, and duplication are introduced. Our recursive state estimator is designed to recover the original binary signal (the true propositions) from the received noisy signal, essentially decoding the unreliable social network output to obtain the best estimate of ground truth in the physical world. Results show that the estimator is both effective and efficient at recovering the original signal with a high degree of accuracy. The estimator gives rise to a novel situation awareness tool that can be used for reliably following unfolding events in real time, using dynamically arriving social network data.",Yes,"The paper titled ""Recursive ground truth estimator for social data streams"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates an automated technique—a recursive state estimator—for assessing the truthfulness of propositions reported in social network streams, explicitly addressing the challenge of unknown source reliability and veracity of observations in the context of using social media as sensor networks for real‑time situation awareness. Furthermore, the study reports evaluation results that demonstrate high accuracy in recovering the original binary signals, thereby providing concrete metrics for truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Recursive ground truth estimator for social data streams"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates an automated technique—a recursive state estimator—for assessing the truthfulness of propositions reported in social network streams, explicitly addressing the challenge of unknown source reliability and veracity of observations in the context of using social media as sensor networks for real‑time situation awareness. Furthermore, the study reports evaluation results that demonstrate high accuracy in recovering the original binary signals, thereby providing concrete metrics for truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
8522,Scopus,/Evidence Authenticity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032612941&partnerID=40&md5=15e79f24137f7bad7173c6151beb78bd,Image manipulation detection using Deep Learning in tensor flow,Kalpana K.; Amritha P.P.,2016,Convolution Neural Network; Deep Learning; Image manipulation; Tensor flow,,International Journal of Control Theory and Applications,,5.0,Article,"Images and videos becomes one of the principle means of communication these days. Validating the authenticity of the image has been the active research area for last decade. When an image or video is obtained as the evidence it can be used as probative only if it is authentic. Convolution Neural Networks (CNN) have been widely used in automatic image classification, Image Recognition and Identifying image Manipulation. CNN is efficient deep neural network that can study concurrently with the help of large datasets. Recent studies have indicated that the architectures of CNN tailored for identifying manipulated image will provide least efficiency when the image is directly fed into the network. Deep Learning is the branch of machine learning that learns the features by hierarchical representation where higher-level features are defined from lower-level concepts. In this paper, we make use of deep learning known as CNN to classify the manipulated image which is capable of automatically learning traces left by editing of the image by applying the filter that retrieves altered relationship among the pixels of the image and experiments were done in TensorFlow framework. Results showed that manipulations like median filtering, Gaussian blurring, resizing and cut and paste forgery can be detected with an average accuracy of 97%. © International Science Press.",Yes,"The paper titled ""Image manipulation detection using Deep Learning in tensor flow"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, satisfying the language requirement. Secondly, it appears in the peer‑reviewed International Journal of Control Theory and Applications, indicating a legitimate publication type. The paper directly investigates an automated deep‑learning technique (CNN) for assessing the truthfulness of visual content by detecting manipulated images, which is a form of misinformation detection relevant to fact‑checking. Furthermore, the study reports an evaluation metric—average accuracy of 97%—demonstrating quantitative assessment of the truthfulness detection method. Overall, the paper provides a relevant technical contribution to truthfulness assessment in the fact‑checking domain.",prompt-CoT,"Yes

The paper titled ""Image manipulation detection using Deep Learning in tensor flow"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, satisfying the language requirement. Secondly, it appears in the peer‑reviewed International Journal of Control Theory and Applications, indicating a legitimate publication type. The paper directly investigates an automated deep‑learning technique (CNN) for assessing the truthfulness of visual content by detecting manipulated images, which is a form of misinformation detection relevant to fact‑checking. Furthermore, the study reports an evaluation metric—average accuracy of 97%—demonstrating quantitative assessment of the truthfulness detection method. Overall, the paper provides a relevant technical contribution to truthfulness assessment in the fact‑checking domain."
8529,Scopus,/Fake News Veracity Evaluation,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007190244&partnerID=40&md5=c793c4e57bc8faa4c024487580708d0b,News verification by exploiting conflicting social viewpoints in microblogs,Jin Z.; Cao J.; Zhang Y.; Luo J.,2016,,,"30th AAAI Conference on Artificial Intelligence, AAAI 2016",,311.0,Conference paper,"Fake news spreading in social media severely jeopardizes the veracity of online content. Fortunately, with the interactive and open features of microblogs, skeptical and opposing voices against fake news always arise along with it. The conflicting information, ignored by existing studies, is crucial for news verification. In this paper, we take advantage of this ""wisdom of crowds"" information to improve news verification by mining conflicting viewpoints in microblogs. First, we discover conflicting viewpoints in news tweets with a topic model method. Based on identified tweets' viewpoints, we then build a credibility propagation network of tweets linked with supporting or opposing relations. Finally, with iterative deduction, the credibility propagation on the network generates the final evaluation result for news. Experiments conducted on a real-world data set show that the news verification performance of our approach significantly outperforms those of the baseline approaches. © 2016, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",Yes,"The paper titled ""News verification by exploiting conflicting social viewpoints in microblogs"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates an automated method for assessing the truthfulness of news claims by mining conflicting viewpoints in microblogs and propagating credibility scores, which is explicitly situated in the context of fact‑checking and misinformation detection. Furthermore, the study presents a conceptual framework—a credibility propagation network with supporting and opposing relations—and reports experimental results that demonstrate performance improvements, thereby providing evaluation metrics for truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""News verification by exploiting conflicting social viewpoints in microblogs"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates an automated method for assessing the truthfulness of news claims by mining conflicting viewpoints in microblogs and propagating credibility scores, which is explicitly situated in the context of fact‑checking and misinformation detection. Furthermore, the study presents a conceptual framework—a credibility propagation network with supporting and opposing relations—and reports experimental results that demonstrate performance improvements, thereby providing evaluation metrics for truthfulness assessment. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
8651,ACM,Fake News Authenticity Detection,,,Deception detection for news: three types of fakes,"Rubin, Victoria L. and Chen, Yimin and Conroy, Niall J.",2015,"corpus construction, credibility assessment, deception detection, fabrication, fake news detection, hoax, natural language processing, news verification, predictive modeling, reputable sources, satire, text analytics",ASIST '15,Proceedings of the 78th ASIS&amp;T Annual Meeting: Information Science with Impact: Research in and for the Community,"St. Louis, Missouri",0.0,,"A fake news detection system aims to assist users in detecting and filtering out varieties of potentially deceptive news. The prediction of the chances that a particular news item is intentionally deceptive is based on the analysis of previously seen truthful and deceptive news. A scarcity of deceptive news, available as corpora for predictive modeling, is a major stumbling block in this field of natural language processing (NLP) and deception detection. This paper discusses three types of fake news, each in contrast to genuine serious reporting, and weighs their pros and cons as a corpus for text analytics and predictive modeling. Filtering, vetting, and verifying online information continues to be essential in library and information science (LIS), as the lines between traditional news and online information are blurring.",Yes,"The paper titled ""Deception detection for news: three types of fakes"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the peer‑reviewed proceedings of the 78th ASIS&T Annual Meeting, indicating a legitimate publication type. The paper directly investigates automated deception detection techniques for news, focusing on assessing the truthfulness of claims in the context of fake‑news detection and fact‑checking. Moreover, it contributes a conceptual framework by defining and discussing three distinct types of fake news, providing a taxonomy that can be used to evaluate truthfulness in fact‑checking workflows. Consequently, the work offers a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Deception detection for news: three types of fakes"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in the peer‑reviewed proceedings of the 78th ASIS&T Annual Meeting, indicating a legitimate publication type. The paper directly investigates automated deception detection techniques for news, focusing on assessing the truthfulness of claims in the context of fake‑news detection and fact‑checking. Moreover, it contributes a conceptual framework by defining and discussing three distinct types of fake news, providing a taxonomy that can be used to evaluate truthfulness in fact‑checking workflows. Consequently, the work offers a relevant contribution to the field of truthfulness assessment in fact‑checking."
9359,Scopus,/Claim Truthfulness Assessment,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146995789&partnerID=40&md5=732ed462a7933d2e55401ee39178b29a,Fact Checking: Task definition and dataset construction,Vlachos A.; Riedel S.,2014,,,Proceedings of the Annual Meeting of the Association for Computational Linguistics,,307.0,Conference paper,"In this paper we introduce the task of fact checking, i.e. the assessment of the truthfulness of a claim. The task is commonly performed manually by journalists verifying the claims made by public figures. Furthermore, ordinary citizens need to assess the truthfulness of the increasing volume of statements they consume. Thus, developing fact checking systems is likely to be of use to various members of society. We first define the task and detail the construction of a publicly available dataset using statements fact-checked by journalists available online. Then, we discuss baseline approaches for the task and the challenges that need to be addressed. Finally, we discuss how fact checking relates to mainstream natural language processing tasks and can stimulate further research. © 2014 Association for Computational Linguistics",Yes,"The paper titled ""Fact Checking: Task definition and dataset construction"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates the assessment of claim truthfulness in the context of fact‑checking by defining the task, constructing a publicly available dataset of fact‑checked statements, and presenting baseline approaches. Moreover, the study contributes a conceptual framework for evaluating truthfulness through its task definition and dataset construction, thereby addressing the need for evaluation metrics or theoretical guidance in fact‑checking research. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Fact Checking: Task definition and dataset construction"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it is a peer‑reviewed conference proceeding, indicating that it is a legitimate publication type. The paper directly investigates the assessment of claim truthfulness in the context of fact‑checking by defining the task, constructing a publicly available dataset of fact‑checked statements, and presenting baseline approaches. Moreover, the study contributes a conceptual framework for evaluating truthfulness through its task definition and dataset construction, thereby addressing the need for evaluation metrics or theoretical guidance in fact‑checking research. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
9371,Scopus,/Evidence Truthfulness Evaluation,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907778381&partnerID=40&md5=748fa3dd782c1b7a505c6198c9494749,Evaluating the credibility of web information based on content trust,Xu J.; Yang X.-P.; Liu Z.,2014,Conditional random field; Credibility; Evidence; Web information,,Beijing Ligong Daxue Xuebao/Transaction of Beijing Institute of Technology,,0.0,Article,"Web has become an important information source for most people. However, the information on the web is not always true and credible. How to help people quickly judge the credibility of information on the web was required. A new method based on content trust was proposed in this paper, which aim to evaluate the credibility of web information. Firstly, the method utilized the conditional random field model to get the theme of web information content, which can be used to a clue to collect the candidate evidence on the web. Secondly, the truthfulness of evidence can be evaluated by the characteristic of the concurrency and relevancy of the evidence and web information theme and other characteristic. Finally, the credibility value of web information was calculated. The experiment results show the method proposed in the credibility evaluation of web information content is reasonable and effective.",Yes,"The paper “Evaluating the credibility of web information based on content trust” meets all inclusion criteria. It is written in English and appears in the peer‑reviewed journal *Transaction of Beijing Institute of Technology*. The work explicitly addresses truthfulness assessment by proposing an automated method to evaluate the credibility (i.e., veracity) of web information, which is directly relevant to fact‑checking and misinformation detection. The study introduces a conceptual framework that combines conditional random fields, evidence collection, and credibility scoring, and reports experimental results that demonstrate the effectiveness of the approach, thereby providing evaluation metrics for truthfulness assessment. Consequently, it is a suitable contribution for the systematic review.",prompt-CoT,"Yes

The paper “Evaluating the credibility of web information based on content trust” meets all inclusion criteria. It is written in English and appears in the peer‑reviewed journal *Transaction of Beijing Institute of Technology*. The work explicitly addresses truthfulness assessment by proposing an automated method to evaluate the credibility (i.e., veracity) of web information, which is directly relevant to fact‑checking and misinformation detection. The study introduces a conceptual framework that combines conditional random fields, evidence collection, and credibility scoring, and reports experimental results that demonstrate the effectiveness of the approach, thereby providing evaluation metrics for truthfulness assessment. Consequently, it is a suitable contribution for the systematic review."
10726,Scopus,/Information Authenticity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649743600&partnerID=40&md5=99d0e26cf847ac6d49856c51e1e829c8,Blind identification for light source images based on inconsistency in light source direction,Lü Y.-D.; Shen X.-J.; Miao J.; Wang D.; Chen H.-P.,2010,Blind identification; Computer application; Digital forgeries; Image authenticity; Information processing technology; Light source direction; Local light source,,Jilin Daxue Xuebao (Gongxueban)/Journal of Jilin University (Engineering and Technology Edition),,2.0,Article,"A new blind identification method is proposed for digital images generated under the irradiation of local light source. The direction of light source is calculated in accordance with the error function between measured intensity and calculated intensity, as well as the regularization term suitable for local light source model. The direction of the light source is taken as the criterion to determine the authenticity. 486 photos in the database of experiment images are tested, among which the rate of correct detection reaches up to 77.16%, and the minimum and maximum errors are 0.2° and 1.0° respectively.",Yes,"The paper titled “Blind identification for light source images based on inconsistency in light source direction” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in a peer‑reviewed engineering journal. The study directly investigates an automated technique for assessing the authenticity of digital images, which is a form of truthfulness assessment within the broader domain of misinformation detection. The authors evaluate their method using quantitative metrics such as the correct detection rate (accuracy) and report detailed error measurements, thereby providing concrete evaluation results for the proposed truthfulness assessment approach.",prompt-CoT,"Yes

The paper titled “Blind identification for light source images based on inconsistency in light source direction” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in a peer‑reviewed engineering journal. The study directly investigates an automated technique for assessing the authenticity of digital images, which is a form of truthfulness assessment within the broader domain of misinformation detection. The authors evaluate their method using quantitative metrics such as the correct detection rate (accuracy) and report detailed error measurements, thereby providing concrete evaluation results for the proposed truthfulness assessment approach."
10727,Scopus,/Information Authenticity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-75349088195&partnerID=40&md5=0f6670107555b6002c099c110baa20a6,Blind identification technology for digital images based on infinite light source model,Chen H.-P.; Shen X.-J.; Lü Y.-D.; Jin Y.-S.,2010,Blind identification; Computer application; Image authenticity; Image tampering; Infinite light source; Light source direction,,Jilin Daxue Xuebao (Gongxueban)/Journal of Jilin University (Engineering and Technology Edition),,1.0,Article,"Inconsistency in light source direction is taken as the basis for the detection of image tampering. Focusing on the images generated under the irradiation of infinite light source, the Hestenes-Powell multiplier method is used to calculate the light source direction of different objects and backgrounds in an image and to determine whether the image has been tampered with. The calculation is in accordance with the error function between the measured intensity and calculated intensity, and the constraint function suitable for infinite light source model. Experiment results show that this algorithm can effectively calculate the light source direction of different objects and backgrounds in the image lased on infinite light source model, and the detection rate reaches up to 82.3%.",Yes,"The paper titled “Blind identification technology for digital images based on infinite light source model” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in a peer‑reviewed engineering journal, indicating a legitimate publication type. The study directly investigates an automated technique for assessing the authenticity of digital images by detecting tampering through inconsistencies in light source direction, which is a form of misinformation detection relevant to fact‑checking. Moreover, the abstract reports a quantitative evaluation metric—the detection rate of 82.3%—demonstrating that the work provides empirical results for truthfulness assessment in the context of image‑based misinformation.",prompt-CoT,"Yes

The paper titled “Blind identification technology for digital images based on infinite light source model” should be included in the systematic review because it meets all the inclusion criteria. It is written in English and appears in a peer‑reviewed engineering journal, indicating a legitimate publication type. The study directly investigates an automated technique for assessing the authenticity of digital images by detecting tampering through inconsistencies in light source direction, which is a form of misinformation detection relevant to fact‑checking. Moreover, the abstract reports a quantitative evaluation metric—the detection rate of 82.3%—demonstrating that the work provides empirical results for truthfulness assessment in the context of image‑based misinformation."
10982,Scopus,/Information Trustworthiness Assessment,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888093382&partnerID=40&md5=b79706943c1bddc10ca806683ceaabcf,Assessing trust: Contextual accountability,Rowe M.; Butters J.,2009,,,CEUR Workshop Proceedings,,0.0,Conference paper,The need to assess the trustworthiness of a piece of information has become a prevalent issue due to web vandalism and the openness of platforms such as wikis. In this paper we introduce the notion of contextual accountability: Holding the author of a given statement accountable by deriving a path from the statement to the author's credentials. We present our own trust vector model as a combination of the assessment of these credentials covering two aspects; knowledgeability and social acceptance. This model is put to the test using two datasets and the results are presented and discussed.,Yes,"The paper titled ""Assessing trust: Contextual accountability"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in CEUR Workshop Proceedings, indicating a peer‑reviewed workshop article. The paper directly investigates a trust vector model for assessing the trustworthiness of information, which is a form of truthfulness assessment, and it situates this work in the context of web vandalism and open platforms such as wikis—situations that involve misinformation detection. Furthermore, the study contributes a conceptual framework (the contextual accountability model and trust vector) for evaluating truthfulness, thereby fulfilling the requirement for a theoretical contribution to truthfulness assessment in fact‑checking. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking.",prompt-CoT,"Yes

The paper titled ""Assessing trust: Contextual accountability"" should be included in the systematic review because it meets all the inclusion criteria. Firstly, the paper is written in English, which satisfies the language requirement. Secondly, it appears in CEUR Workshop Proceedings, indicating a peer‑reviewed workshop article. The paper directly investigates a trust vector model for assessing the trustworthiness of information, which is a form of truthfulness assessment, and it situates this work in the context of web vandalism and open platforms such as wikis—situations that involve misinformation detection. Furthermore, the study contributes a conceptual framework (the contextual accountability model and trust vector) for evaluating truthfulness, thereby fulfilling the requirement for a theoretical contribution to truthfulness assessment in fact‑checking. Overall, the paper provides a relevant contribution to the field of truthfulness assessment in fact‑checking."
