
id,source,query,doi,url,title,author,year,keywords,series,venue,location,citations_number,paper_type,abstract,model_answer,model_explanation,version
2934,Scopus,/Information Trustworthiness Detection,10.3390/a16020093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148760014&doi=10.3390%2fa16020093&partnerID=40&md5=2d62fc4459cce7bbc8a4558b6b4cf9be,Tsetlin Machine for Sentiment Analysis and Spam Review Detection in Chinese,Zhang X.; Zhou H.; Yu K.; Wu X.; Yazidi A.,2023,Chinese sentiment analysis; interpretability analysis; spam review detection; tsetlin machine,,Algorithms,,1,Article,"In Natural Language Processing (NLP), deep-learning neural networks have superior performance but pose transparency and explainability barriers, due to their black box nature, and, thus, there is lack of trustworthiness. On the other hand, classical machine learning techniques are intuitive and easy to understand but often cannot perform satisfactorily. Fortunately, many research studies have recently indicated that the newly introduced model, Tsetlin Machine (TM), has reliable performance and, at the same time, enjoys human-level interpretability by nature, which is a promising approach to trade off effectiveness and interpretability. However, nearly all of the related works so far have concentrated on the English language, while research on other languages is relatively scarce. So, we propose a novel method, based on the TM model, in which the learning process is transparent and easily-understandable for Chinese NLP tasks. Our model can learn semantic information in the Chinese language by clauses. For evaluation, we conducted experiments in two domains, namely sentiment analysis and spam review detection. The experimental results showed thatm for both domains, our method could provide higher accuracy and a higher F1 score than complex, but non-transparent, deep-learning models, such as BERT and ERINE. © 2023 by the authors.",No,,prompt-CoT
11215,Scopus,/Information Trustworthiness Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049154473&partnerID=40&md5=e4bc99481d405accfd56e55081b8ce8f,Workers with alcohol and drug addiction problems consensus document of the study group on Hazardous workers; [Lavoratori con problemi di alcol e dipendenze. Documento di consenso del gruppo La.R.A. (Lavoratori rischiosi per gli altri)],Magnavita N.; Bergamaschi A.; Chiarotti M.; Colombi A.; Deidda B.; De Lorenzo G.; Goggiamani A.; Magnavita G.; Ricciardi W.; Sacco A.; Spagnolo A.G.; Bevilacqua L.; Brunati M.M.; Campanile T.; Cappai M.; Cicerone M.; Ciprani F.; Giannantonio M.D.I.; Martino G.D.I.; Fenudi L.; Garbarino S.; Lopez A.; Mammi F.; Orsini D.; Ranalletta D.; Simonazzi S.; Stanzani C.,2008,Alcohol; Drug; Medical surveillance; Workplace,,Medicina del Lavoro,,17,Article,"Background: Italian Law 81/08 (so-called ""Unified Text of Laws on Health and Safety at Work"") came into force on 15 May 2008 and incorporates provisions related to medical surveillance of drug and alcohol dependency at the workplace. Objectives: Occupational health traditionally addresses the issue of protection of worker from occupational hazards. The issue of protection of third parties from behaviour of workers resulting from drug and alcohol dependency implies an original methodological approach, involving full cooperation of employer, employees, and health and safety consultants. Methods: A consensus development meeting was organized under the leadership of the Italian Study Group on Hazardous Workers (La.R.A. group). The meeting brought together physicians of different specialties, legal experts and bioethicists, labour and management policy-makers, to discuss the issue and define the research data available, the standards that were appropriate, and which policies were fair. Results: The efficacy of medical surveillance, including workplace drug-testing, relies on a comprehensive policy, including written and verbal information on the use of alcohol and drugs on the job, training for supervisors and management, employee education, and employee assistance structures. Sample collection and testing should be carried out in accordance with standardized and tested procedures. Small businesses will need assistance, including development of model policies, setting up consortia for testing services and if necessary request for National Insurance benefits to reduce costs. Conclusions: The recently introduced Italian legislation on occupational safety and health closely resembles Finnish law since it consists of a ""double channel"" for workplace drug testing. At recruitment, the employer is entitled to ask a job applicant for a certificate of job fitness"", including drug tests, that can be issued only by a public health institution, where the job applicant works on a well-defined set of tasks which require accuracy, trustworthiness, independent judgement or a very good reaction capacity. The employer may also refer the employee to the public health institution to obtain a certificate in the course of an employment contract when there is a legitimate suspicion that the employee is working while under the effects of drugs or alcohol or that the employee is a drug addict. After recruitment, the physician responsible for medical surveillance of workers (the so-called ""Competent Physician"") is entitled to perform drug tests on employees. The need for a test is decided by the health care professional, not by the employer, and only a general report on the health of the employee (""fit"", ""fit with restrictions"" or ""unfit"") may be given to the employer. Workers positive for drug tests will be referred to a public health institution for re-testing and treatment.",No,,prompt-CoT
1814,Scopus,/Information Authenticity Assessment,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182498378&partnerID=40&md5=8114681ca96a6baf00bf1f0b54cd769c,An Extensive Analysis of Digital Image Watermarking Techniques,Gaur S.; Barthwal V.,2024,BER; DCT; DWT; ISB; LSB; NCC; PSNR; SVD,,International Journal of Intelligent Systems and Applications in Engineering,,5,Article,"With recent advancements in information technology, digital media authenticity has become a major problem, and much study has been done to preserve digital media ownership. In all these investigations, digital image watermarking has become a crucial method. In digital image watermarking, digital content or a watermark is planted in a host image and can be removed to safeguard the host image's ownership. The two primary categories of digital image watermarking approaches are frequency domain and spatial domain. Spatial watermarking involves modifying an image's pixel values with techniques such as least significant bit (LSB) and intermediate significant bit (ISB), whereas frequency domain watermarking involves modifying an image's frequency components with techniques such as discrete wavelet transform (DWT), discrete cosine transform (DCT), and singular value decomposition (SVD). An overview of digital image watermarking, including its different types, characteristics, applications, and techniques, is given in this study. The quality of watermarking techniques is also examined using assessment metrics like PSNR and NCC, as well as various assaults that can be used against watermarked images. This wider perspective review on digital image watermarking is for those researchers who wish to get started and conduct research in this area. © 2024, Ismail Saritas. All rights reserved.",No,,prompt-CoT
11982,Scopus,/Information Authenticity Verification,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944053360&partnerID=40&md5=70448c5c413ece5244b7f154cff45c0c,"8th International Workshop on Computer Aided Systems Theory, EUROCAST 2001",,2001,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,0,Conference review,"The proceedings contain 50 papers. The special focus in this conference is on Computer Aided Systems Theory, Information, Decision and Complexity. The topics include: Design for reuse via structuring techniques for ASMS; a holarchical organized design assistant for hierarchical decompositions; conflict management in an intelligent multiagent robotics system based on FSM approach; computer-aided simulations of Gaussian processes and related asymptotic properties; assertion-based analysis of hybrid systems with PVS; information structure and logical design of social rules; towards a generic model of information processing systems; evolutionary information and decision support systems; a general planning method for allocation of human resource groups; a planning under uncertainty model; knowledge based modeling of the design process as a base of design tools; complexity analysis of systems from a functional and technical viewpoint; a complexity-theoretic approach to the design of good measures of cryptographic strength; characterizing the software development process; application of signed kolmogorov hashes to provide integrity and authenticity in web-based software distribution; toward a formalisation of evolutionary hypermedia systems based on system theory; systems methodology for classical neural nets at various levels; towards a model of volume transmission in biological and artificial neural networks; an online information retrieval systems by means of artificial neural networks; analysis and verification queries over object-oriented petri nets; integrated design and implementation of digital controllers and symbolic computation tools for dynamical nonlinear control systems.",No,,prompt-CoT
9545,Scopus,/Evidence Trustworthiness Evaluation,10.5172/conu.2013.44.2.204,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885922237&doi=10.5172%2fconu.2013.44.2.204&partnerID=40&md5=9f37e9a1d046a6c4d8e019cbd06da76f,Barriers to education in cardiac rehabilitation within an Iranian society: A qualitative descriptive study,Alavi M.; Irajpour A.; Giles T.; Rabiei K.; Sarrafzadegan N.,2013,Cardiac rehabilitation; Education barriers; Nursing; Patient education; Qualitative study,,Contemporary Nurse,,14,Article,"Introduction: Cardiac rehabilitation programmes that include patient education aim to maximise physical, psychological and social functioning, and enable people with acute coronary syndrome to lead fulfilling and productive lives. Despite strong evidence for the benefits of patient education, various barriers exist that need to be addressed to ensure the effective delivery of care. This study explores patients/family members and health professionals' perceptions and experiences of the barriers to cardiac rehabilitation education in an Iranian context. Methods: A thematic analysis of in-depth interviews was undertaken using a constant comparative approach. Participants (10 health professionals, 15 patients/family members) were recruited from educational-medical centers and hospitals in Iran. Credibility and trustworthiness were grounded on four aspects: factual value, applicability, consistency and neutrality. Results: Five major barriers to cardiac rehabilitation were identified relating to human resources, service provision, available educational services, unfavourable attitudes and collaboration gaps. Two main challenges exist to the provision of effective patient education; inadequate human resources in the hospital wards, specifically in terms of trained health care professionals and service users specific health related views and behaviours. Conclusion: Barriers to comprehensive patient education and cardiac rehabilitation in Iran must be addressed and urgent consideration should be given to the introduction and evaluation of education programmes to prepare health/support system professionals as well as service users, and cardiac rehabilitation services that employ a collaborative and individualised approach. This in turn may reduce the burden of CVD and improve the overall health and quality of life for people in Isfahan Iran. © eContent Management Pty Ltd.",No,,prompt-CoT
10427,Scopus,/Information Veracity Measurement,10.2118/140324-ms,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958159757&doi=10.2118%2f140324-ms&partnerID=40&md5=96246b479e3f6f5081f034593cf5f80c,The continuous measurement and recording of drilling fluid density and viscosity,Miller A.; Minton R.C.; Colquhoun R.; Ketchion M.,2011,,,"SPE/IADC Drilling Conference, Proceedings",,14,Conference paper,"The density and viscosity of the circulating drilling fluid are currently monitored at intervals of 15 to 30 minutes. These intermittent manual measurements are time consuming, entail a continuous presence in the shale-shaker house, are open to user error and are seldom widely communicated. Yet these measurements can offer an indication of developing drilling fluid or bore-hole problems that, if caught early, could minimise developing hole problems or limit operational delays. This paper presents the field results of the use of a novel instrumentation package that continuously monitors these properties, exports the data to the logging data-base, permits trend analysis and the wider promulgation of the information, mitigating the limitations of the current approach. The design of the package is such that there is no longer a requirement for manual sampling. This frees up the Derrickman / Shaker-hand for more productive tasks and minimises exposure to the noise and fumes of the shaker-house. Also, the simple, rugged, build means that it can be operated and maintained without the need for dedicated service engineers. Additionally, monitoring is still possible should the shaker house become unbearably hot, the hydrocarbon gas levels are too high or even if noxious gases are present in the enclosure. The data is collected at 10 second intervals. This vastly increased granularity of the data set permits the identification of short duration 'spikes' possibly indicative of incipient Barytes sag, fluid channelling, fluid interfaces, etc. It also means that trends can be identified earlier and remedial steps taken to pre-empt developing problems. Data will be presented from an HP/HT drilling operation in the UK sector of the North Sea. These measurements will be compared with manual readings, as a measure of their veracity, and weight and viscosity signatures / trends will be identified and correlated with known events. Copyright 2011, SPE/IADC Drilling Conference and Exhibition.",No,,prompt-CoT
10514,ACM,Information Truthfulness Detection,10.14778/1920841.1920971,https://doi.org/10.14778/1920841.1920971,ρ-uncertainty: inference-proof transaction anonymization,"Cao, Jianneng and Karras, Panagiotis and Ra\""{\i}ssi, Chedy and Tan, Kian-Lee",2010,,,Proc. VLDB Endow.,,0,,"The publication of transaction data, such as market basket data, medical records, and query logs, serves the public benefit. Mining such data allows for the derivation of association rules that connect certain items to others with measurable confidence. Still, this type of data analysis poses a privacy threat; an adversary having partial information on a person's behavior may confidently associate that person to an item deemed to be sensitive. Ideally, an anonymization of such data should lead to an inference-proof version that prevents the association of individuals to sensitive items, while otherwise allowing for truthful associations to be derived. Original approaches to this problem were based on value perturbation, damaging data integrity. Recently, value generalization has been proposed as an alternative; still, approaches based on it have assumed either that all items are equally sensitive, or that some are sensitive and can be known to an adversary only by association, while others are non-sensitive and can be known directly. Yet in reality there is a distinction between sensitive and non-sensitive items, but an adversary may possess information on any of them. Most critically, no antecedent method aims at a clear inference-proof privacy guarantee. In this paper, we propose ρ-uncertainty, the first, to our knowledge, privacy concept that inherently safeguards against sensitive associations without constraining the nature of an adversary's knowledge and without falsifying data. The problem of achieving ρ-uncertainty with low information loss is challenging because it is natural. A trivial solution is to suppress all sensitive items. We develop more sophisticated schemes. In a broad experimental study, we show that the problem is solved non-trivially by a technique that combines generalization and suppression, which also achieves favorable results compared to a baseline perturbation-based scheme.",No,,prompt-CoT
6556,Scopus,/Information Authenticity Evaluation,10.2196/13993,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097142072&doi=10.2196%2f13993&partnerID=40&md5=0e1f2fbe185dfdfe70d5f0a4ddfd9539,Development and evaluation of a virtual research environment to improve quality of care in overcrowded emergency departments: Observational study,Houze-Cerfon C.-H.; Vaissié C.; Gout L.; Bastiani B.; Charpentier S.; Lauque D.,2019,Emergency medicine; Interprofessional relations; Virtual reality,,JMIR Serious Games,,6,Article,"Background: Despite a wide range of literature on emergency department (ED) overcrowding, scientific knowledge on emergency physicians' cognitive processes coping with overcrowding is limited. Objective: This study aimed to develop and evaluate a virtual research environment that will allow us to study the effect of physicians' strategies and behaviors on quality of care in the context of ED overcrowding. Methods: A simulation-based observational study was conducted over two stages: The development of a simulation model and its evaluation. A research environment in emergency medicine combining virtual reality and simulated patients was designed and developed. Afterwards, 12 emergency physicians took part in simulation scenarios and had to manage 13 patients during a 2-hour period. The study outcome was the authenticity of the environment through realism, consistency, and mastering. The realism was the resemblance perceived by the participants between virtual and real ED. The consistency of the scenario and the participants' mastering of the environment was expected for 90% (12/13) of the participants. Results: The virtual ED was considered realistic with no significant difference from the real world with respect to facilities and resources, except for the length of time of procedures that was perceived to be shorter. A total of 100% (13/13) of participants deemed that patient information, decision making, and managing patient flow were similar to real clinical practice. The virtual environment was well-mastered by all participants over the course of the scenarios. Conclusions: The new simulation tool, Virtual Research Environment in Emergency Medicine, has been successfully designed and developed. It has been assessed as perfectly authentic by emergency physicians compared with real EDs and thus offers another way to study human factors, quality of care, and patient safety in the context of ED overcrowding. © 2019 JMIR Rehabilitation and Assistive Technologies. All rights reserved.",No,,prompt-CoT
10111,Scopus,/Information Authenticity Detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862314318&partnerID=40&md5=a797108dcd6029b468e15ecb6c66d478,Forgery detection and application of digital geological images based on JPEG compression techniques,Liu Z.-L.; Zhao Y.-Q.; Liao M.; Zhang J.-K.; Dai T.-G.,2012,Digital geological image; Forgery detection; JPEG compression,,Zhongguo Youse Jinshu Xuebao/Chinese Journal of Nonferrous Metals,,1,Article,"Based on the JPEG compression principle, the three forgery detection methods including block artifact grid (BAG), the block posterior probability map (BPPM) and the averaged sum of absolute difference (ASAD) methods were investigated, and the methods were applied to detecting the authenticity of the digital geological images. These methods are efficient for the detection of copy-paste, inpainting and filling tampered images, and can be used to locate the tampered regions. The efficiency and the detection results of three different tampered region detecting algorithms were verified and analyzed. The experimental results show that these methods can be effectively used for the digital geologic images tampering detection, and hence further the information service for the clustering and industry of digital geological image were provided. Besides, these methods have high theoretical and practical value for the copyright protection and authenticity detection of massive digital geological image.",No,,prompt-CoT
5396,ACM,Information Authenticity Detection,10.1145/3369555.3369572,https://doi.org/10.1145/3369555.3369572,A multi-filter feature selection in detecting distributed denial-of-service attack,"Jun, Yon Yi and Leau, Yu-Beng and Alias, Suraya and Park, Yong Jin",2020,"detection accuracy, distributed denial-of-service attack, feature selection and classification, flash crowd",ICTCE '19,Proceedings of the 3rd International Conference on Telecommunications and Communication Engineering,"Tokyo, Japan",0,,"Distributed Denial of Services (DDoS) has become the most intrusive security threat on the Internet. Flash crowd attack is the most challenging problem among the attacks which targeting the web server during the Flash Events (FEs). It mimics the behaviour of legitimate users and sends high rate malicious traffics toward the server and block the normal users from using the desired services. Thus, making it hard to detect and successfully bypasses the detection mechanism. The key semantic difference between FEs and DDoS is that the former represents legitimate access of the website while the latter does not. However, this does not help in discriminating them automatically. The behavioural differences between the two have to be developed after understanding their individual properties. In this research, a Multi-Filter Feature Selection (M2FS) method is proposed by combining the 3 filter methods which are Information Gain (IG), Gain Ratio (GR) and ReliefF. It consists of 3-stage procedures: feature ranking, feature selection and classification. Subsequently, an experimental evaluation of the proposed Multi-Filter Feature Selection (M2FS) method is performed by using the benchmark dataset, NSL-KDD and employed the J48 classification algorithm. The performance of the proposed M2FS method is evaluated by multi-criteria that take into account which are classification accuracy, True Positive Rate (TPR), False Positive Rate (FPR) and time to build the model. Meanwhile, the performance of effectiveness of the proposed M2FS method is then compared with the existing feature selection methods and also the proposed M2FS with PCA. In addition, the proposed M2FS method is developed through WEKA API with Java Programming language using the IDE of Eclipse Java. The findings show that the proposed M2FS method is effectively reduced the 41 features to 14 features and produced a high accuracy, high TPR, low FPR and shorter time build when compared to other existing feature selection methods.",No,,prompt-CoT
4073,Scopus,/Information Trustworthiness Detection,10.21437/Interspeech.2022-11135,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140068483&doi=10.21437%2fInterspeech.2022-11135&partnerID=40&md5=8ad4edacc7c0db4c40886fba4d90de69,Confidence Measure for Automatic Age Estimation From Speech,Saraf A.; Sivaraman G.; Khoury E.,2022,age estimation; computational paralinguistics; confidence measure; human-computer interaction,,"Proceedings of the Annual Conference of the International Speech Communication Association, INTERSPEECH",,2,Conference paper,"Age estimation from speech is a problem that has wide applications in call centers, virtual assistants and IoT devices. The estimated age is used for various system decisions related to personalization, parental control, and anomaly detection. Performance of speech based automatic age estimation systems is generally stated in the literature using the Mean Absolute Error (MAE) and Pearson Correlation Coefficient (PC). In real-world applications of these systems, MAE and PC provide little insight into the confidence of a point estimate. An MAE of 5 years on a test set provides only the average error across all estimates in the test set and hence does not provide any information about the confidence of each individual estimate. A confidence score of predicted age is essential to know the trustworthiness of the predictions made by the system. This paper formulates age estimation from speech as a label distribution learning problem to come up with a measure of the confidence related to the point estimate being within a desired range from the ground-truth. It further uses it to analyze the age estimation system under conditions of varying speech quality. We show that the proposed measure of confidence is better than a fixed error-margin. Copyright © 2022 ISCA.",No,,prompt-CoT
10088,Scopus,/Information Veracity Evaluation,10.1016/j.jbankfin.2011.11.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857112129&doi=10.1016%2fj.jbankfin.2011.11.001&partnerID=40&md5=5440cdec3a552a901c986968d7e6e25a,Cross-sectional performance and investor sentiment in a multiple risk factor model,Berger D.; Turtle H.J.,2012,Asset-pricing; Conditional performance; Investor sentiment,,Journal of Banking and Fice,,49,Article,"Economists have long recognized the importance of information veracity in valuing risky securities. Market participants concerned about the credibility of information measures may require additional compensation to entice them to hold stocks with less transparent information. These same securities are expected to display greater sensitivities to measures of market sentiment. We find that investor sentiment sensitivities increase directly with multiple measures of opacity in the cross-section. Next we examine the extent to which sentiment sensitivities are priced in an asset pricing context. Using the Jha et al. (2009) model of conditional performance evaluation, we find an inverse relation between ex ante known investor sentiment and the marginal performance of opaque stocks. In contrast, translucent stocks exhibit relatively little variability in performance across levels of sentiment. © 2011 Elsevier B.V.",No,,prompt-CoT
5367,ACM,Fake News Authenticity Assessment,10.1145/3383583.3398561,https://doi.org/10.1145/3383583.3398561,Newsalyze: Enabling News Consumers to Understand Media Bias,"Hamborg, Felix and Zhukova, Anastasia and Donnay, Karsten and Gipp, Bela",2020,"newsroom, news consumption, news bias, news articles, media bias, frame analysis, content analysis, annotation",JCDL '20,Proceedings of the ACM/IEEE Joint Conference on Digital Libraries in 2020,"Virtual Event, China",0,,"News is a central source of information for individuals to inform themselves on current topics. Knowing a news article's slant and authenticity is of crucial importance in times of ""fake news,"" news bots, and centralization of media ownership. We introduce Newsalyze, a bias-aware news reader focusing on a subtle, yet powerful form of media bias, named bias by word choice and labeling (WCL). WCL bias can alter the assessment of entities reported in the news, e.g., ""freedom fighters"" vs. ""terrorists."" At the core of the analysis is a neural model that uses a news-adapted BERT language model to determine target-dependent sentiment, a high-level effect of WCL bias. While the analysis currently focuses on only this form of bias, the visualizations already reveal patterns of bias when contrasting articles (overview) and in-text instances of bias (article view).",No,,prompt-CoT
1168,Scopus,/Information Authenticity Detection,10.1109/TMM.2023.3304913,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168267748&doi=10.1109%2fTMM.2023.3304913&partnerID=40&md5=5c887244faf544457db9c694c659a5a5,Hierarchical Forgery Classifier on Multi-Modality Face Forgery Clues,Liu D.; Zheng Z.; Peng C.; Wang Y.; Wang N.; Gao X.,2024,Face forgery detection; frequency domain feature; hierarchical classifier; multi-modality face,,IEEE Transactions on Multimedia,,8,Article,"Face forgery detection plays an important role in personal privacy and social security. With the development of adversarial generative models, high-quality forgery images become more and more indistinguishable from real to humans. Existing methods always regard as forgery detection task as the common binary or multi-label classification, and ignore exploring diverse multi-modality forgery image types, e.g. visible light spectrum and near-infrared scenarios. In this article, we propose a novel Hierarchical Forgery Classifier for Multi-modality Face Forgery Detection (HFC-MFFD), which could effectively learn robust patches-based hybrid domain representation to enhance forgery authentication in multiple modality scenarios. The local hybrid domain representation is designed to explore strong discriminative forgery clues both in the image and frequency domain with the intra-attention mechanism. Furthermore, the specific hierarchical face forgery classifier is designed through the authenticity feedback strategy to integrate diverse discriminative clues. Experimental results on representative multi-modality face forgery datasets demonstrate the superior performance of the proposed HFC-MFFD compared with state-of-the-art algorithms.  © 1999-2012 IEEE.",No,,prompt-CoT
2695,Scopus,/Information Authenticity Evaluation,10.11834/jrs.20232593,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164263342&doi=10.11834%2fjrs.20232593&partnerID=40&md5=6cfe1becf2a45980a4f455ff9e98282e,Research on classification of GF satellite data application products and construction of common product system; [高分卫星数据应用产品分级与共性产品体系构建研究],Liao C.; Zhao J.; Xing J.; Wen J.; Liu Q.,2023,authenticity inspection system; common product; GF satellite; product classification; product system; thematic product,,National Remote Sensing Bulletin,,0,Review,"The major special deployment of the High Resolution Earth observation system is to build a national validation system for common products. The purpose is to form the ability to verify the authenticity of high resolution common products, build the mass production capacity of common products, and improve the overall level of quantitative application of high resolution remote sensing in China. Therefore, how to define common products, what are common products, what are the generating relationships between common products, and between common products and thematic products is a problem that must be solved first. Focusing on these problems, this paper proposes the overall architecture of the national authenticity inspection system for high resolution special projects, that is, the bottom layer is the authenticity inspection station network observation subsystem, building a authenticity inspection station network composed of 42 stations, obtaining the actual authenticity inspection data through sensors, unmanned aerial vehicles and manual measurement, and collecting them in the system database of the middle layer in real time. The middle layer is a subsystem of authenticity inspection and finalization of common products, with integrated data management and sharing, authenticity inspection station network management, authenticity inspection of common products, algorithm model integration testing and finalization of common products and other functions. The top layer is the national remote sensing data and application service platform, which is the portal for authenticity testing. This paper defines the category and grading method of high resolution common products, that is, the standard products are divided into 0—2 levels, which refer to the original image data generated by the special ground system for high resolution, or the image data after system geometric correction and/or radiometric correction; Common products are divided into 3 to 5 levels, which refers to the data obtained by the high resolution special application system using quantitative remote sensing feature parameter inversion method based on standard products as the production input of at least two industry specific products; Thematic products are classified into 6—7 levels, which refer to the data supporting the business application of the industry and department obtained by professional users using quantitative remote sensing characteristic parameter inversion method or multi-source data superposition analysis method based on standard products or generic products. The paper discusses the construction process of the generic product system. Taking agriculture and transportation as examples, it analyzes and deduces the demand for generic products in the production of industry specific products. Furthermore, it deduces the derivative relationship between generic products in the form of product tree, and clarifies the inspection object of the authenticity inspection system and the product catalog that should be focused on, which has important guiding significance for the implementation of the system. After the completion and operation of the national authenticity inspection system, in a sense, it will become a “challenge arena” for common product algorithms. Any algorithm that has been proved to be better through algorithm evaluation will be integrated into the system to replace the original algorithm. These algorithms will also further update the generation process of existing common products iteratively, which will promote each other. © 2023 National Remote Sensing Bulletin. All rights reserved.",No,,prompt-CoT
1189,Scopus,/Information Authenticity Evaluation,10.1109/TQCEBT59414.2024.10545049,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204481285&doi=10.1109%2fTQCEBT59414.2024.10545049&partnerID=40&md5=263dde556be22246f0e09d2aa66dabca,Managing Financial Operations in the Blockchain Revolution to Enhance Precision and Safety,Naved M.; Kole I.B.; Bhope A.; Gautam C.S.; Ahmad A.Y.A.B.; Lourens M.,2024,accounting; banking; Blockchain; digital; Financial; innovation; technology,,TQCEBT 2024 - 2nd IEEE International Conference on Trends in Quantum Computing and Emerging Business Technologies 2024,,1,Conference paper,"Blockchain technology is helpful to commercial service suppliers in improving management of risks, protection, and reliability. Blockchain is being used by a number of organisations in commerce and financial services in order to create smart agreements within participants, increase productivity and authenticity, and generate fresh sources of income. Because of a blockchain's special recordkeeping capacity, the current clearing and payment procedure is no longer necessary. Blockchain-enabled Identification are being used by bankers alongside other financial providers to verify individuals. Specialists should concentrate on three primary fields: evaluation, interactions, and the examination of economic information. Blockchain has the ability to increase efficiency by making possession of assets and accountancy requirements clearer. This study finds & examines pertinent blockchain-related financial publications. The significance of blockchain technology for financial institutions is the main topic of this essay. Adopts additional devices, tactics, and included services related to financing based on blockchain technology. The study concludes by identifying and assessing the noteworthy uses of Blockchain innovation in the financial services industry. Credit reports have a big influence on consumers' financial life. The better safety offered by powered by blockchain credit information over traditional server-based monitoring is shown by current data exposures. Digital assets can be issued more quickly, more cheaply, and with more customization thanks to blockchain-based platforms. Because digital financial products may be tailored to investment' needs, their acceptance can minimize the risk of counterparty, cut expenses for issuance companies, and increase trading opportunities for buyers. To provide network users with an identical unified point of reality, it makes use of mutualized criteria, processes, and coordinated processes. Through the deployment of such technology, corporate network stakeholders may now interact, handle statistics, and do agree more readily.  © 2024 IEEE.",No,,prompt-CoT
10704,Scopus,/Information Veracity Detection,10.1071/EG09032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77249094079&doi=10.1071%2fEG09032&partnerID=40&md5=70b22918da2c8a6e4cde93eb024f293e,Deriving geological contact geometry from potential field data,Ugalde H.; Morris W.A.,2010,3D modelling; Bathurst Mining Camp; Potential fields; Topography.,,Exploration Geophysics,,3,Article,"The building process of any geological map involves linking sparse lithological outcrop information with equally sparse geometrical measurements, all in a single entity which is the preferred interpretation of the field geologist. The actual veracity of this interpretative map is partially dependent upon the frequency and distribution of geological outcrops compounded by the complexity of the local geology. Geophysics is commonly used as a tool to augment the distribution of data points, however it normally does not have sufficient geometrical constraints due to: a) all geophysical inversion models being inherently non-unique; and b) the lack of knowledge of the physical property contrasts associated with specific lithologies. This contribution proposes the combined use of geophysical edge detection routines and 'threepoint' solutions from topographic data as a possible approach to obtaining geological contact geometry information (strike and dip), which can be used in the construction of a preliminary geological model. This derived geological information should first be assessed for its compatibility with the scale of the problem, and any directly observed geological data. Once verified it can be used to help constrain the preferred geological map interpretation being developed by the field geologist. The method models the contacts as planar surfaces. Therefore, it must be ensured that this assumption fits the scale and geometry of the problem. Two examples are shown from folded sequences at the Bathurst Mining Camp, New Brunswick, Canada. © 2010 ASEG/SEGJ/KSEG.",No,,prompt-CoT
10756,ACM,Evidence Trustworthiness Assessment,10.1145/1527017.1527021,https://doi.org/10.1145/1527017.1527021,A calculus of trust and its application to PKI and identity management,"Huang, Jingwei and Nicol, David",2009,"uncertainty, trust modeling, social networks, semantics of trust, risk assessment, identity management, PKI",IDtrust '09,Proceedings of the 8th Symposium on Identity and Trust on the Internet,"Gaithersburg, Maryland, USA",0,,"We introduce a formal semantics based calculus of trust that explicitly represents trust and quantifies the risk associated with trust in public key infrastructure (PKI) and identity management (IdM). We then show by example how to formally represent trust relationships and quantitatively evaluate the risk associated with trust in public key certificate chains. In the context of choosing a certificate chain, our research shows that the shortest chain need not be the most trustworthy, and that it may make sense to compare the trustworthiness of a potential chain against a threshold to govern acceptance, changing the problem to finding a chain with sufficiently high trustworthiness. Our calculus also shows how quantified trust relationships among CAs can be combined to achieve an overall trust assessment of an offered certificate.",No,,prompt-CoT
9051,ACM,Information Trustworthiness Evaluation,10.1145/2567948.2576937,https://doi.org/10.1145/2567948.2576937,Modeling patient engagement in peer-to-peer healthcare,"Sillence, Elizabeth and Hardy, Claire and Harris, Peter R. and Briggs, Pam",2014,"trust, smoking cessation, peer-to-peer healthcare, online patient experiences, multiple sclerosis carers, engagement, design guidelines, asthma",WWW '14 Companion,Proceedings of the 23rd International Conference on World Wide Web,"Seoul, Korea",0,,"Patients now turn to other patients online for health information and advice in a phenomenon known as peer-to-peer healthcare. This paper describes a model of patients' peer-to-peer engagement, based upon qualitative studies of three patient or carer groups searching for online information and advice from their health peers. We describe a three-phase process through which patients engage with peer experience (PEx). In phase I (gating) patients determine the suitability and trustworthiness of the material they encounter; in phase II (engagement) they search out information, support and/or advice from others with similar or relevant experience; and in phase III (evaluation) they make judgments about the costs and benefits of engaging with particular websites in the longer term. This model provides a useful framework for understanding web based interactions in different patient groups.",No,,prompt-CoT
